NU_INSCRICAO;NU_ANO;CO_MUNICIPIO_RESIDENCIA;NO_MUNICIPIO_RESIDENCIA;CO_UF_RESIDENCIA;SG_UF_RESIDENCIA;NU_IDADE;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;CO_MUNICIPIO_NASCIMENTO;NO_MUNICIPIO_NASCIMENTO;CO_UF_NASCIMENTO;SG_UF_NASCIMENTO;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;IN_BAIXA_VISAO;IN_CEGUEIRA;IN_SURDEZ;IN_DEFICIENCIA_AUDITIVA;IN_SURDO_CEGUEIRA;IN_DEFICIENCIA_FISICA;IN_DEFICIENCIA_MENTAL;IN_DEFICIT_ATENCAO;IN_DISLEXIA;IN_DISCALCULIA;IN_AUTISMO;IN_VISAO_MONOCULAR;IN_OUTRA_DEF;IN_GESTANTE;IN_LACTANTE;IN_IDOSO;IN_ESTUDA_CLASSE_HOSPITALAR;IN_SEM_RECURSO;IN_BRAILLE;IN_AMPLIADA_24;IN_AMPLIADA_18;IN_LEDOR;IN_ACESSO;IN_TRANSCRICAO;IN_LIBRAS;IN_TEMPO_ADICIONAL;IN_LEITURA_LABIAL;IN_MESA_CADEIRA_RODAS;IN_MESA_CADEIRA_SEPARADA;IN_APOIO_PERNA;IN_GUIA_INTERPRETE;IN_COMPUTADOR;IN_CADEIRA_ESPECIAL;IN_CADEIRA_CANHOTO;IN_CADEIRA_ACOLCHOADA;IN_PROVA_DEITADO;IN_MOBILIARIO_OBESO;IN_LAMINA_OVERLAY;IN_PROTETOR_AURICULAR;IN_MEDIDOR_GLICOSE;IN_MAQUINA_BRAILE;IN_SOROBAN;IN_MARCA_PASSO;IN_SONDA;IN_MEDICAMENTOS;IN_SALA_INDIVIDUAL;IN_SALA_ESPECIAL;IN_SALA_ACOMPANHANTE;IN_MOBILIARIO_ESPECIFICO;IN_MATERIAL_ESPECIFICO;IN_NOME_SOCIAL;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
190001004707;2019;1500800;Ananindeua;15;PA;16;F;1;2;1;1500800;Ananindeua;15;PA;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500800;Ananindeua;15;PA;1;1;1;1;505;510;513;518;396.4;400.6;418.8;370.3;ABBBEECBCEECADDABBACDBBADEADEBBCEBEEBBBDDABEC;CBDABACDBAACDCEECBADCDEACACCADBCBECABDDEBACED;DBDDC99999AABDADEABDBDDBBEACBACADCEBCDBABACAECADAB;...........CADEACDBAECACECABCCBDEDBDAECDABDBA;0;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;120;120;120;120;80;560;H;D;F;B;6;C;A;B;D;A;A;B;B;B;A;B;A;A;C;B;A;D;A;B;B
190001004708;2019;1506138;Redenção;15;PA;19;F;1;1;1;1506138;Redenção;15;PA;1;2;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1506138;Redenção;15;PA;1;1;1;1;505;507;511;518;377.2;469.7;512.2;517.7;ACACBECCAEEBACEECCDBDAABABDBABECBCDADBEDCECDC;BDCCABABBBBAACDABADDEBDEBCBCEABACDCDCABAABECE;99999EDCAEBCBABBBBAEDAEEABECACECEDEABBBAADBBBBCDBC;BECEACBBADEDECCADECADCECCAABADBAEAEBBDACBABEC;1;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;120;140;120;120;100;600;B;E;C;B;4;E;A;B;C;B;B;B;A;A;A;A;A;A;B;A;B;D;A;A;B
190001004709;2019;1506807;Santarém;15;PA;26;M;1;3;1;1506807;Santarém;15;PA;1;8;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1506807;Santarém;15;PA;1;1;1;1;505;509;514;518;508.2;520;567;472.1;CCBCEDBCCBECEDCBDEADACBCBEEDDBDABCEBEDEEBEAEE;ACECAECCEAAEBDEEAACABBEBCACBDCCDECBBDBBADABAD;EBCAB99999BCCCCDEDEBEECDBDEBAECECADBBBCAAECACCAECC;EBBCADCECDEBEECECBEADEBBADABCDBCBEDCDACBCDCBE;0;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;120;120;140;120;140;640;C;B;C;B;2;C;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;C;A;A;A
190001004710;2019;1500800;Ananindeua;15;PA;16;M;1;3;1;1500800;Ananindeua;15;PA;2;0;2;1;0;15038378;1501402;Belém;15;PA;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500800;Ananindeua;15;PA;1;1;1;1;505;507;511;518;624;560.3;565.9;664.7;BADCDEBCDCCCDBCBCBCEACCDDBAEABCBBBDAEADEADBDE;EEEACBABABDCBCDAEECECEBAEDECBAEACECAABBCEABDE;BDACC99999BCB.ADECECAAAECECECEDCBACDCBDCEDDDCCDCCE;DEABADEBDBCBCEAABBBCCBACEDCBAABCEADBCBDDBACAB;0;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;140;140;160;160;160;760;D;F;D;D;3;C;A;B;D;A;A;B;A;B;A;A;A;A;B;A;B;B;A;B;B
190001004711;2019;1501501;Benevides;15;PA;20;F;1;1;1;1501501;Benevides;15;PA;1;3;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501501;Benevides;15;PA;1;1;1;1;504;508;512;516;365.6;510.1;473.4;599.5;ADCDEEDEDBEEDCAACDDDDBBBBCBACCDEEABADE*BCCECB;ABAADDBEAAEECBDBDADCEDABEDABECEDBECBDDBECECDA;99999EDACEACBBDEBACDCABBCACADBCEBACAABDAEAEB*CBADD;BECEABEDCBCBBCCCBDBABEADBDBDDDCCEEABCEABDDAAC;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;180;200;180;180;180;920;B;D;C;B;4;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;A
190001004712;2019;1500800;Ananindeua;15;PA;22;F;0;1;1;1500800;Ananindeua;15;PA;1;4;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500800;Ananindeua;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;G;D;E;B;5;D;A;D;E;B;A;B;A;B;A;B;A;A;B;A;A;E;A;D;B
190001004713;2019;1507953;Tailândia;15;PA;17;M;1;4;1;1507953;Tailândia;15;PA;2;0;2;1;0;15587916;1507953;Tailândia;15;PA;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1507953;Tailândia;15;PA;1;1;1;1;504;509;514;516;566.1;585;569.4;584;BACCEEDAEBBAECDABADEADCBDBABDBCCBDBCDBEADBCDD;ACBBCEBCBBAEADBEAAEABEABCCBDDCABBACBAEDDBDABE;EBBAB99999BBABCBEDEBAAADDBBEDECBDBBDADABADCBEDECCE;DABECEAAEEDBACCCCDDCBDDDCDDDAACBEBDACEBAADCAD;0;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;120;140;120;120;80;580;E;E;A;B;4;C;A;B;E;A;B;B;B;A;A;A;A;A;B;A;B;E;A;B;B
190001004714;2019;1500800;Ananindeua;15;PA;47;F;2;2;1;1501402;Belém;15;PA;1;13;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500800;Ananindeua;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;C;C;C;B;5;C;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;A;A;A;A
190001004715;2019;1506559;Santa Luzia do Pará;15;PA;18;F;1;2;1;1502202;Capanema;15;PA;1;1;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1502202;Capanema;15;PA;1;1;1;1;505;507;511;518;470.4;424.2;501.9;532.7;CEABAEBEEDBCAAEDEACEBCCBDAEBABDDBCDABABDCDBAD;CBEEDBCAAADBBEADBECADEEADEEABCDADAEBCCEEACBAA;99999BEAEEBEAACEDCCEABAECDCCDDECADEEEEDCBDCDDCDCDD;DCCDACBDBDEADBCCABCADAEBBDBDBDBCAECBDCADBACAE;1;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;120;140;100;140;100;600;B;B;A;A;3;B;A;B;D;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;B
190001004716;2019;1505809;Portel;15;PA;25;F;1;3;1;1501808;Breves;15;PA;1;7;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501808;Breves;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;C;B;B;6;C;A;B;D;A;B;B;A;A;A;A;A;A;C;A;A;C;A;A;A
190001004717;2019;1500107;Abaetetuba;15;PA;16;F;1;3;1;1500107;Abaetetuba;15;PA;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500107;Abaetetuba;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;A;C;A;F;3;B;A;B;B;A;A;A;A;A;A;A;A;A;B;A;A;B;A;A;A
190001004718;2019;1508308;Viseu;15;PA;28;F;1;3;1;1508308;Viseu;15;PA;1;8;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501402;Belém;15;PA;1;1;1;1;504;508;512;516;370.3;494.7;429.4;427.8;AAECDCAEABEEDECEBDBDEECBADCBDABDBDEADAAEBCBDA;DBACECBAAEDBDDEBDBDECDBCDCDBEAECADCBCDDCAAEBC;99999CBDEACBCDEBECCCCECCDCDAEACBDADDBEDBCDBDECDEBB;EBCDAADEBDACAACBCAEAEBCEDACBDABCADEEBEECADDBD;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;80;120;80;80;40;400;C;C;A;A;5;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
190001004719;2019;1501402;Belém;15;PA;20;F;1;1;1;1501402;Belém;15;PA;1;3;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501402;Belém;15;PA;1;1;1;1;506;507;511;517;504.6;392.6;505.1;532.2;BCCDDDBADCBCDEBCECBAEEDCBDABDEBACDBCADEEBBCDB;EAECAAABDBCBEACBCDADBECBDBCADBEABDDABDCDEBCDB;99999ABAAECCBAADAEEBEADEBADBCCDECDCACBDCADBBEBCADA;DBACDBECBDEBDCBDAAADCDCBDBCDBCBCBEBBDAEBCDBEC;1;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;120;140;120;120;140;640;D;E;C;B;3;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;A
190001004720;2019;1501402;Belém;15;PA;19;F;1;1;1;1501402;Belém;15;PA;1;1;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501402;Belém;15;PA;1;1;1;1;505;507;511;518;423.1;487.2;528.3;480.4;BEABCCADCDAECBDDEBEBCCEBEACBCACEDDCBAADDEDCCD;BCECACCAABCDACAAEECDBCEACABCBDBCAECEADBEEBCCB;BEADA99999CCBADDDABBAAAEECEEECDCECCCCBDAADEBEDEBBD;BCBCABCEADECBECDCDCACEEBEBEBBDBCAEAACDDCECCDC;0;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;100;120;100;100;80;500;D;E;C;F;6;C;A;C;C;A;A;C;B;B;A;A;A;A;D;B;B;C;B;B;B
190001004721;2019;1501402;Belém;15;PA;20;F;1;3;1;1501402;Belém;15;PA;2;0;2;1;0;15209008;1501402;Belém;15;PA;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501402;Belém;15;PA;1;1;1;1;504;507;511;516;472;341.5;520.7;467.4;CEBDDABEDCBEEADECBADCBEEDBEAABCACBDEBEADCAECA;CBCEEAABCBADCDCBCADBEADCBCDEABBAABBCDBEEEBCCA;99999CBDDEBCEADEEBBECAAECDCEECB*EEABEBAABDCDEDDAAA;ABEEECDBAAACBDEEADDAEDCAAEEEBCEDEBAECCACBEEBC;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;140;140;140;140;160;720;E;B;C;B;6;B;A;B;B;A;A;B;A;B;A;B;A;A;B;A;A;B;B;B;B
190001004722;2019;1501402;Belém;15;PA;35;F;2;1;1;1501402;Belém;15;PA;1;12;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501402;Belém;15;PA;1;1;1;1;503;508;512;515;423.2;499.1;441;427.2;DDEACAECCC*BCDBAACDACCBAEBBCEEEAECABBCECBBEAA;CDCAACCAAADEACBBEBAAEECDABDEBAEAABEDCABABAABC;99999ECBCECEBBABECCCECECCEECCDECEEEDADDDDECEDDBDBA;DDBEADEBBCADCEEACABECBCEBADECADCEDAACBDABABCE;1;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;100;120;120;100;120;560;C;A;B;B;5;C;A;B;C;A;A;B;A;B;A;A;A;A;B;A;B;B;A;A;B
190001004723;2019;1505502;Paragominas;15;PA;30;F;1;2;1;2900900;Almadina;29;BA;1;1;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1505502;Paragominas;15;PA;1;1;1;1;506;509;514;517;451.9;515.7;570.9;511.6;AEDDBBABDCACBEDDBBCBDAAECDDABDEABBBCCBAEECCCE;BCACAEABDBDAADEDEDBADECECDBEDEDABBCACEDECDAEB;99999ABBEAAECBCCEBEBAAADDADCDECADBEDBCAAAECBEBEBEC;ABCABCBCBEECDCACBDCEADEBECAECBCECDAAACEDEECBC;1;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;140;160;120;120;120;660;B;B;A;A;5;C;A;B;C;A;B;B;A;A;A;B;A;A;B;A;A;C;A;A;A
190001004724;2019;1500800;Ananindeua;15;PA;20;F;1;2;1;1501402;Belém;15;PA;1;3;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500800;Ananindeua;15;PA;1;1;1;1;503;507;511;515;422.4;461.6;466.2;388.8;DAEABABBDDECABECBAEDDDAACDBAABBEBADDABCDEBDCA;ECBACEAA*BDCBEACEBDDEBACAABDBACCAADBCBCEBEBAB;99999BDDADEABCBECACCAEDEBBCBEAEAECBBAEAAEDABEACEAD;EABBCCBEEEDABAEBDCDBBAACBAECBDDCEABABDACDDAEE;1;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;100;120;120;160;120;620;E;E;F;B;3;B;B;B;C;A;A;B;A;B;A;A;A;A;B;B;A;D;A;A;A
190001004725;2019;1505536;Parauapebas;15;PA;20;F;1;3;1;1505536;Parauapebas;15;PA;1;2;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1505536;Parauapebas;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;A;A;A;A;3;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
